Year,Brand,Model,kms_droved,Fuel_type,vehicle_type,No.Of_Owners,Price
2017,Hyundai,Grand,"50,018",Petrol,Manual,2nd Owner,"₹4,53,000"
2017,Hyundai,Elite,"18,352",Petrol,Manual,1st Owner,"₹6,88,000"
2021,Tata,Safari,"12,839",Diesel,Manual,1st Owner,
2021,Maruti,Alto,"1,945",Petrol,Manual,1st Owner,"₹4,15,000"
2019,Maruti,Vitara,"22,050",Diesel,Manual,1st Owner,
2021,Maruti,S,"3,582",Petrol,Manual,1st Owner,"₹4,84,000"
2021,Maruti,S,"12,349",Petrol,Manual,1st Owner,"₹4,27,000"
2014,Hyundai,Grand,"56,109",Petrol,Manual,2nd Owner,"₹3,77,000"
2018,Maruti,Alto,"14,739",Petrol,Automatic,2nd Owner,"₹3,70,000"
2020,Maruti,Baleno,"26,001",Petrol,,1st Owner,"₹7,86,000"
2018,Tata,NEXON,"78,374",Diesel,Manual,1st Owner,"₹7,18,000"
2018,Hyundai,Creta,"77,476",Diesel,Manual,1st Owner,
2018,Maruti,Alto,"37,134",Petrol,Manual,1st Owner,"₹3,54,000"
2018,Hyundai,Creta,"41,849",Diesel,Manual,1st Owner,
2020,Maruti,Baleno,"21,955",Petrol,Manual,1st Owner,"₹6,92,000"
2015,Maruti,Baleno,"73,790",Petrol,Manual,1st Owner,"₹4,85,000"
2018,Maruti,Vitara,"31,812",Diesel,Automatic,2nd Owner,
2021,Volkswagen,Vento,"16,336",Petrol,Manual,1st Owner,
2021,Maruti,Alto,"27,353",Petrol + CNG,Manual,1st Owner,"₹4,94,000"
2018,Maruti,Alto,"40,510",Petrol,Manual,1st Owner,"₹3,55,000"
2020,Maruti,S,"13,664",Petrol,Manual,2nd Owner,"₹4,26,000"
2020,KIA,SELTOS,"28,411",Petrol,Automatic,1st Owner,
2014,Hyundai,i20,"96,543",Petrol,Manual,2nd Owner,"₹3,81,000"
2021,Maruti,Baleno,"23,914",Petrol + CNG,Manual,1st Owner,"₹7,43,000"
2018,Hyundai,NEW,"27,933",Petrol,Manual,1st Owner,"₹4,97,000"
2018,Maruti,Wagon,"38,754",Petrol,Automatic,2nd Owner,"₹4,73,000"
2014,Maruti,Swift,"82,740",Petrol,Manual,1st Owner,"₹3,81,000"
2012,Maruti,Swift,"91,042",Petrol,Manual,1st Owner,"₹3,33,000"
2019,Hyundai,Elite,"35,165",Petrol,Manual,1st Owner,"₹6,83,000"
2017,Hyundai,Elite,"89,784",Petrol + CNG,Manual,1st Owner,"₹6,24,000"
2018,Maruti,Baleno,"47,470",Petrol,Manual,1st Owner,"₹5,62,000"
2019,Maruti,New,"98,899",Petrol + CNG,Manual,1st Owner,"₹5,34,000"
2021,Maruti,Baleno,"14,602",Petrol,Automatic,1st Owner,
2021,Maruti,Alto,"14,121",Petrol,Manual,1st Owner,"₹3,62,000"
2019,Mahindra,XUV,"41,356",Diesel,Manual,1st Owner,
2014,Maruti,Swift,"79,066",Petrol,Manual,1st Owner,"₹3,82,000"
2017,Maruti,Alto,"48,441",Petrol,Manual,1st Owner,"₹3,54,000"
2017,Hyundai,Elite,"51,393",Petrol,Manual,2nd Owner,"₹5,77,000"
2020,Maruti,Alto,"11,025",Petrol,Manual,1st Owner,"₹3,68,000"
2015,Hyundai,Grand,"47,146",Petrol,Manual,2nd Owner,"₹4,35,000"
2017,Hyundai,Grand,"79,757",Petrol,Manual,1st Owner,"₹4,57,000"
2019,Maruti,Alto,"44,288",Petrol,Manual,1st Owner,"₹3,75,000"
2018,Maruti,IGNIS,"45,997",Petrol,Manual,1st Owner,"₹4,90,000"
2020,Maruti,S,"19,505",Petrol,Automatic,1st Owner,"₹4,78,000"
2017,Hyundai,Grand,"33,689",Petrol + CNG,Manual,1st Owner,"₹4,79,000"
2021,Mahindra,Thar,"10,228",Petrol,,1st Owner,
2019,Maruti,Alto,"17,149",Petrol,Manual,1st Owner,"₹3,26,000"
2019,Mahindra,TUV300,"71,509",Diesel,Manual,1st Owner,"₹7,80,000"
2021,Hyundai,NEW,"78,246",Petrol + CNG,Manual,1st Owner,"₹6,04,000"
2017,Hyundai,Grand,"51,693",Petrol,Automatic,1st Owner,"₹5,10,000"
2020,Maruti,Baleno,"20,346",Petrol,Manual,1st Owner,"₹6,84,000"
2019,Maruti,Baleno,"36,797",Petrol,,2nd Owner,"₹6,11,000"
2016,Hyundai,Grand,"74,938",Petrol,Manual,1st Owner,"₹4,41,000"
2018,Maruti,Alto,"24,990",Petrol,Manual,1st Owner,"₹3,24,000"
2020,Maruti,Alto,"4,690",Petrol,Manual,1st Owner,"₹3,71,000"
2017,Hyundai,Elite,"15,972",Petrol,Manual,2nd Owner,"₹7,03,000"
2020,Maruti,S,"20,484",Petrol,Manual,2nd Owner,"₹4,09,000"
2017,Maruti,Baleno,"47,645",Petrol,Manual,2nd Owner,"₹5,10,700"
2018,Maruti,Alto,"29,873",Petrol,Manual,1st Owner,"₹3,55,000"
2021,Renault,Duster,"10,238",Petrol,Automatic,1st Owner,
2020,Maruti,S,"30,693",Petrol,Manual,1st Owner,"₹4,18,000"
2013,Hyundai,i20,"91,380",Petrol,Manual,1st Owner,"₹3,65,000"
2021,Skoda,Rapid,"10,418",Petrol,Manual,1st Owner,
2019,Maruti,Baleno,"56,584",Petrol,,2nd Owner,"₹6,48,000"
2018,Maruti,Baleno,"85,545",Petrol,,2nd Owner,"₹5,26,000"
2014,Maruti,Swift,"35,393",Petrol,Manual,1st Owner,"₹4,39,000"
2018,Maruti,Alto,"32,198",Petrol,Manual,1st Owner,"₹3,25,000"
2016,Maruti,Baleno,"45,729",Petrol,Manual,1st Owner,"₹5,13,000"
2021,Maruti,Alto,"11,766",Petrol,Manual,1st Owner,"₹3,94,000"
2017,Maruti,Swift,"55,009",Petrol,Manual,1st Owner,"₹5,24,000"
2017,Hyundai,Grand,"32,864",Petrol,Manual,1st Owner,"₹4,93,000"
2014,Maruti,Ritz,"29,380",Petrol,Manual,1st Owner,"₹4,07,000"
2021,Maruti,Alto,"9,749",Petrol,Manual,1st Owner,"₹3,68,000"
2017,Maruti,IGNIS,"57,597",Petrol,Manual,1st Owner,"₹5,23,000"
2014,Maruti,Ritz,"92,573",Petrol,Manual,1st Owner,"₹3,04,000"
2018,Maruti,Vitara,"45,401",Diesel,Manual,2nd Owner,"₹7,61,000"
2018,Ford,Ecosport,"72,122",Diesel,Manual,1st Owner,"₹7,44,000"
2019,Ford,Ecosport,"21,354",Petrol,Manual,1st Owner,
2016,Hyundai,Grand,"72,721",Petrol,Manual,1st Owner,"₹4,27,000"
2015,Hyundai,Grand,"80,533",Petrol,Manual,1st Owner,"₹4,33,000"
2020,Maruti,Alto,"8,275",Petrol,Manual,1st Owner,"₹3,97,000"
2021,Maruti,Vitara,"9,173",Petrol,Manual,2nd Owner,
2016,Hyundai,Creta,"44,339",Diesel,Manual,1st Owner,
2017,Hyundai,Elite,"84,780",Petrol,Manual,1st Owner,"₹5,55,000"
2015,Audi,A6,"77,595",Diesel,Automatic,2nd Owner,
2020,Tata,ALTROZ,"17,554",Petrol,,1st Owner,
2016,Maruti,Baleno,"56,796",Petrol,Manual,2nd Owner,"₹5,35,000"
2017,Maruti,IGNIS,"74,166",Petrol,Manual,1st Owner,"₹4,90,000"
2018,Tata,Hexa,"67,852",Diesel,Automatic,2nd Owner,
2018,Maruti,Alto,"23,179",Petrol,Manual,1st Owner,"₹3,76,000"
2019,Maruti,Alto,"25,603",Petrol,Manual,1st Owner,"₹4,13,000"
2018,Maruti,Alto,"35,061",Petrol,Automatic,1st Owner,"₹3,87,000"
2018,Maruti,Alto,"32,678",Petrol,Manual,1st Owner,"₹3,59,000"
2017,Maruti,IGNIS,"95,724",Petrol,Automatic,1st Owner,"₹4,51,000"
2019,Maruti,Vitara,"41,200",Diesel,Manual,1st Owner,
2019,Maruti,Vitara,"69,120",Diesel,Manual,2nd Owner,"₹7,30,000"
2019,Maruti,S,"10,640",Petrol,Manual,1st Owner,"₹4,40,000"
2018,Maruti,Alto,"83,228",Petrol + CNG,Manual,1st Owner,"₹3,53,000"
2017,Maruti,Alto,"37,852",Petrol,Manual,1st Owner,"₹3,08,000"
2020,Maruti,Alto,"19,039",Petrol,Manual,2nd Owner,"₹3,69,000"
2017,Maruti,Baleno,"53,807",Petrol,Manual,1st Owner,"₹5,56,000"
2018,Tata,Hexa,"76,644",Diesel,Automatic,1st Owner,
2015,Audi,Q3,"52,715",Diesel,Automatic,1st Owner,
2018,Ford,Ecosport,"40,364",Diesel,Manual,1st Owner,"₹7,49,000"
2018,Hyundai,Grand,"39,637",Petrol,Manual,1st Owner,"₹4,82,000"
2018,Ford,Ecosport,"42,586",Diesel,Manual,1st Owner,"₹7,01,000"
2022,Tata,NEXON,"10,422",Diesel,Manual,1st Owner,
2015,Hyundai,Grand,"84,637",Petrol,Manual,1st Owner,"₹4,05,000"
2019,Maruti,Alto,"38,921",Petrol,Manual,1st Owner,"₹3,80,000"
2020,Maruti,Alto,"40,061",Petrol + CNG,Manual,1st Owner,"₹4,03,000"
2017,Ford,Ecosport,"50,357",Petrol,Manual,1st Owner,"₹6,76,000"
2021,Mahindra,Scorpio,"14,796",Diesel,Manual,2nd Owner,
2018,Maruti,Alto,"68,078",Petrol,Manual,1st Owner,"₹3,42,000"
2019,Maruti,Alto,"36,657",Petrol,Manual,1st Owner,"₹3,29,000"
2017,Ford,Ecosport,"53,705",Petrol,Manual,1st Owner,"₹6,88,000"
2018,Maruti,Vitara,"31,144",Diesel,Manual,1st Owner,"₹7,87,000"
2021,Mahindra,Thar,"18,128",Petrol,Automatic,1st Owner,
2021,Maruti,Alto,"8,753",Petrol,Manual,1st Owner,"₹4,09,000"
2021,Maruti,S,"16,814",Petrol,Manual,1st Owner,"₹4,92,000"
2018,Hyundai,Creta,"57,880",Diesel,Automatic,2nd Owner,
2018,Maruti,S,"13,787",Diesel,Manual,1st Owner,
2018,Ford,Ecosport,"74,204",Diesel,Manual,1st Owner,"₹7,16,000"
2015,Hyundai,Creta,"56,027",Diesel,Manual,1st Owner,"₹7,88,000"
2018,Honda,WR-V,"86,235",Diesel,Manual,1st Owner,"₹6,78,000"
2016,Maruti,Baleno,"53,335",Petrol,,1st Owner,"₹5,21,000"
2018,Ford,Ecosport,"56,300",Diesel,Manual,1st Owner,"₹7,13,000"
2019,Maruti,Baleno,"53,690",Petrol,Manual,1st Owner,"₹6,38,000"
2018,Hyundai,Creta,"98,419",Diesel,Manual,1st Owner,
2017,Ford,Ecosport,"15,443",Petrol,Manual,1st Owner,"₹7,60,000"
2019,Maruti,Vitara,"39,696",Diesel,Manual,1st Owner,
2017,Ford,Ecosport,"61,751",Diesel,Manual,1st Owner,"₹5,91,000"
2017,Maruti,Alto,"56,787",Petrol,Manual,1st Owner,"₹3,42,000"
2018,Maruti,Vitara,"40,579",Diesel,Manual,2nd Owner,"₹7,66,000"
2020,Maruti,S,"23,778",Petrol,Automatic,1st Owner,"₹4,82,000"
2017,Maruti,Alto,"21,854",Petrol,Manual,1st Owner,"₹3,00,000"
2018,Maruti,Vitara,"16,165",Diesel,Automatic,2nd Owner,
2018,Tata,NEXON,"75,679",Diesel,Manual,1st Owner,"₹6,82,000"
2019,Tata,NEXON,"93,992",Diesel,Manual,1st Owner,"₹6,65,000"
2021,Maruti,Alto,"26,773",Petrol + CNG,Manual,1st Owner,"₹4,62,000"
2018,Maruti,S,"22,993",Diesel,Manual,1st Owner,
2020,Maruti,S,"17,472",Petrol,Manual,1st Owner,"₹4,46,000"
2020,Maruti,Baleno,"28,417",Petrol,Manual,1st Owner,"₹7,05,000"
2021,Maruti,S,"9,486",Petrol,Manual,1st Owner,"₹4,46,000"
2017,Maruti,Baleno,"83,263",Diesel,Manual,1st Owner,"₹5,35,000"
2021,Maruti,S,"41,320",Petrol + CNG,Manual,1st Owner,"₹4,97,000"
2014,Audi,A3,"91,887",Diesel,Automatic,2nd Owner,
2016,Maruti,Baleno,"50,441",Petrol,,2nd Owner,"₹5,36,000"
2017,Ford,Ecosport,"26,892",Diesel,Manual,1st Owner,"₹7,07,000"
2018,Ford,Ecosport,"18,459",Diesel,Manual,1st Owner,"₹7,91,000"
2019,Maruti,S,"34,739",Petrol,Manual,1st Owner,"₹4,24,000"
2018,Maruti,Baleno,"54,563",Petrol,,1st Owner,"₹6,08,000"
2017,Maruti,Vitara,"75,758",Diesel,Manual,2nd Owner,"₹6,45,000"
2017,Honda,WR-V,"84,344",Diesel,Manual,1st Owner,"₹6,90,000"
2017,Renault,Duster,"96,138",Diesel,Manual,1st Owner,"₹6,38,000"
2017,Maruti,Baleno,"90,254",Petrol,Manual,1st Owner,"₹5,17,000"
2020,Maruti,Alto,"18,261",Petrol,Manual,1st Owner,"₹3,59,000"
2017,Hyundai,Creta,"62,582",Diesel,Automatic,1st Owner,
2013,Mercedes,Benz,"53,524",Diesel,Automatic,1st Owner,
2017,Tata,Hexa,"95,570",Diesel,Manual,1st Owner,
2017,Maruti,S,"37,773",Diesel,Manual,1st Owner,"₹6,96,000"
2017,Maruti,Vitara,"90,969",Diesel,Manual,1st Owner,"₹6,72,000"
2014,Hyundai,Xcent,"16,754",Petrol,Manual,1st Owner,"₹4,77,000"
2011,Maruti,Wagon,"37,831",Petrol,Manual,2nd Owner,"₹2,19,000"
2009,Hyundai,i10,"45,455",Petrol,Manual,1st Owner,"₹1,71,000"
2012,Maruti,Wagon,"20,929",Petrol,Manual,2nd Owner,"₹2,30,000"
2017,Maruti,Baleno,"19,206",Petrol,Manual,1st Owner,"₹4,94,000"
2015,Maruti,Alto,"33,979",Petrol,Manual,1st Owner,"₹2,56,000"
2018,Datsun,Redi,"15,968",Petrol,Manual,1st Owner,"₹2,34,000"
2013,Maruti,Wagon,"62,153",Petrol,Manual,1st Owner,"₹2,87,000"
2011,Hyundai,Verna,"17,869",Petrol,Manual,1st Owner,"₹4,19,000"
2022,Maruti,Eeco,"13,706",Petrol + CNG,Manual,1st Owner,"₹6,36,000"
2013,Hyundai,i10,"49,395",Petrol,Manual,3rd Owner,"₹2,39,000"
2020,Tata,TIGOR,"49,481",Petrol + CNG,Manual,1st Owner,"₹5,95,000"
2017,Tata,Tiago,"13,388",Petrol,Manual,1st Owner,"₹3,89,000"
2019,Maruti,Swift,"26,753",Petrol,Manual,1st Owner,"₹5,38,000"
2019,Renault,TRIBER,"12,758",Petrol,Manual,1st Owner,"₹5,09,000"
2019,Maruti,Swift,"24,415",Petrol,Manual,1st Owner,"₹5,37,000"
2020,Maruti,Swift,"11,476",Petrol,Manual,1st Owner,"₹5,88,000"
2020,Maruti,New,"2,713",Petrol,Manual,1st Owner,"₹4,96,000"
2012,Hyundai,i10,"57,413",Petrol,Manual,1st Owner,"₹2,64,000"
2021,Maruti,Swift,"5,234",Petrol,Manual,1st Owner,"₹5,83,000"
2020,Maruti,Swift,"48,621",Petrol,Manual,1st Owner,"₹5,28,000"
2019,Maruti,Baleno,"29,207",Petrol,Manual,2nd Owner,"₹5,09,000"
2010,Maruti,Swift,"29,766",Petrol,Manual,1st Owner,"₹2,49,000"
2010,Honda,City,"50,350",Petrol,Manual,1st Owner,"₹3,24,000"
2010,Hyundai,i10,"40,031",Petrol,Manual,1st Owner,"₹1,92,000"
2011,Maruti,Alto,"86,391",Petrol,Manual,1st Owner,"₹1,80,000"
2020,MG,HECTOR,"27,302",Petrol,Automatic,2nd Owner,
2017,Hyundai,Elite,"29,196",Petrol + CNG,Manual,1st Owner,"₹5,81,000"
2016,Maruti,Celerio,"27,097",Petrol,Automatic,1st Owner,"₹4,49,000"
2010,Maruti,Swift,"21,299",Petrol,Manual,1st Owner,"₹2,61,000"
2019,Hyundai,Grand,"20,225",Petrol,Manual,2nd Owner,"₹4,87,000"
2015,Hyundai,Eon,"26,925",Petrol,Manual,1st Owner,"₹2,61,000"
2021,Maruti,Celerio,"11,828",Petrol,Manual,1st Owner,"₹4,82,000"
2011,Hyundai,i10,"34,658",Petrol,Manual,2nd Owner,"₹2,17,000"
2016,Renault,Kwid,"63,720",Petrol,Manual,2nd Owner,"₹2,46,100"
2011,Hyundai,i20,"82,655",Petrol,Manual,2nd Owner,"₹2,48,000"
2009,Maruti,Swift,"26,597",Petrol,Manual,2nd Owner,"₹2,10,000"
2019,Renault,Kwid,"70,457",Petrol,Manual,1st Owner,"₹3,08,000"
2022,Mahindra,XUV,"22,158",Petrol,,1st Owner,
2015,Hyundai,Elite,"11,311",Petrol,Manual,1st Owner,"₹4,82,000"
2010,Hyundai,i10,"47,304",Petrol,Manual,1st Owner,"₹1,94,000"
2013,BMW,X3,"71,479",Diesel,Automatic,2nd Owner,
2015,Maruti,Alto,"80,110",Petrol + CNG,Manual,2nd Owner,"₹2,93,000"
2017,Maruti,Swift,"13,125",Petrol,Manual,1st Owner,"₹4,92,000"
2018,Renault,Kwid,"65,561",Petrol,Manual,2nd Owner,"₹3,05,000"
2016,Maruti,Baleno,"28,396",Petrol,,2nd Owner,"₹4,82,000"
2013,Maruti,Swift,"22,167",Petrol + CNG,Manual,1st Owner,"₹4,08,000"
2016,Maruti,Swift,"58,738",Petrol,Manual,2nd Owner,"₹4,02,000"
2017,Maruti,Swift,"31,272",Petrol,Manual,1st Owner,"₹4,43,000"
2015,Maruti,Alto,"54,533",Petrol,Manual,1st Owner,"₹2,39,000"
2017,Honda,Amaze,"46,732",Petrol,Manual,1st Owner,"₹4,51,000"
2013,Hyundai,i20,"38,163",Petrol,Manual,2nd Owner,"₹3,37,000"
2022,Renault,Kwid,"7,159",Petrol,Automatic,1st Owner,"₹4,75,000"
2020,Toyota,YARIS,"45,616",Petrol,Automatic,1st Owner,
2015,Volkswagen,Polo,"47,302",Petrol,Manual,2nd Owner,"₹4,50,000"
2021,Tata,Harrier,"61,327",Diesel,Automatic,1st Owner,
2019,Ford,Figo,"11,511",Petrol,Manual,1st Owner,"₹6,61,000"
2016,Maruti,Swift,"52,765",Petrol,Manual,2nd Owner,"₹4,00,000"
2016,Maruti,Alto,"69,179",Petrol,Manual,1st Owner,"₹2,62,000"
2010,Maruti,Alto,"55,566",Petrol,Manual,1st Owner,"₹1,79,000"
2020,Maruti,Baleno,"36,600",Petrol,Manual,1st Owner,"₹6,54,000"
2018,Maruti,Alto,"41,438",Petrol,Manual,1st Owner,"₹2,94,300"
2017,Maruti,Celerio,"26,125",Petrol,Manual,1st Owner,"₹3,96,000"
2020,Maruti,Dzire,"44,629",Petrol,Manual,1st Owner,"₹5,91,000"
2018,Mahindra,Scorpio,"57,534",Diesel,Manual,1st Owner,
2010,Maruti,Alto,"70,516",Petrol,Manual,2nd Owner,"₹1,34,000"
2014,Honda,Amaze,"68,492",Petrol,Manual,1st Owner,"₹3,65,000"
2015,Maruti,Ertiga,"92,742",Petrol,Manual,1st Owner,"₹5,58,000"
2010,Maruti,Swift,"77,946",Petrol,Manual,2nd Owner,"₹2,66,000"
2022,Hyundai,AURA,"17,748",Petrol + CNG,Manual,1st Owner,"₹7,81,000"
2019,Renault,Kwid,"17,658",Petrol,Manual,1st Owner,"₹3,43,000"
2018,Tata,Tiago,"31,773",Petrol + CNG,Manual,1st Owner,"₹4,34,000"
2019,Maruti,Dzire,"71,182",Petrol,Manual,1st Owner,"₹5,93,000"
2020,Toyota,Innova,"31,893",Diesel,Automatic,1st Owner,
2020,Hyundai,Creta,"28,883",Petrol,Automatic,1st Owner,
2013,Maruti,Swift,"51,595",Petrol,Manual,2nd Owner,"₹3,55,000"
2021,Hyundai,VENUE,"4,509",Diesel,Manual,1st Owner,
2018,Tata,NEXON,"27,587",Petrol,Manual,1st Owner,"₹6,88,000"
2020,Hyundai,Creta,"21,176",Diesel,Manual,1st Owner,
2018,Maruti,Celerio,"11,692",Petrol,Automatic,1st Owner,"₹4,34,400"
2019,Hyundai,Creta,"32,777",Petrol,Automatic,1st Owner,
2017,Maruti,Wagon,"34,497",Petrol,Manual,2nd Owner,"₹3,81,000"
2019,Maruti,Swift,"45,357",Petrol,Automatic,2nd Owner,"₹5,84,000"
2019,Renault,Kwid,"25,230",Petrol,Manual,2nd Owner,"₹3,40,000"
2013,Hyundai,Verna,"60,847",Petrol,Automatic,2nd Owner,"₹4,79,000"
2011,Maruti,Swift,"93,713",Petrol,Manual,1st Owner,"₹2,10,000"
2010,Maruti,Ritz,"19,108",Petrol,Manual,1st Owner,"₹2,32,000"
2012,Maruti,Swift,"92,234",Petrol,Manual,2nd Owner,"₹2,94,700"
2021,Maruti,Vitara,"10,246",Petrol,Manual,1st Owner,
2013,Maruti,Wagon,"84,369",Petrol + CNG,Manual,1st Owner,"₹3,21,000"
2015,Hyundai,Grand,"33,040",Petrol,Manual,2nd Owner,"₹3,80,000"
2017,Honda,Amaze,"73,209",Petrol + CNG,Manual,2nd Owner,"₹4,79,000"
2018,Maruti,S,"67,736",Diesel,Manual,1st Owner,"₹6,65,000"
2010,Maruti,Zen,"40,384",Petrol,Manual,1st Owner,"₹1,67,000"
2013,Toyota,Etios,"64,652",Petrol,Manual,1st Owner,"₹3,30,000"
2021,Mahindra,Scorpio,"10,905",Diesel,Manual,1st Owner,
2018,Maruti,Wagon,"84,046",Petrol + CNG,Manual,1st Owner,"₹4,69,800"
2014,Hyundai,i20,"49,366",Petrol,Manual,1st Owner,"₹3,58,000"
2020,Maruti,S,"64,883",Petrol + CNG,Manual,1st Owner,"₹4,15,000"
2019,Maruti,XL6,"37,809",Petrol,Manual,1st Owner,
2022,Volkswagen,Polo,"23,423",Petrol,Automatic,1st Owner,
2021,Tata,NEXON,"21,335",Petrol,Automatic,1st Owner,
2022,Mahindra,Bolero,"12,418",Diesel,Manual,1st Owner,
2018,Hyundai,Elite,"39,795",Petrol + CNG,Manual,1st Owner,"₹6,03,000"
2017,Mahindra,Scorpio,"37,487",Diesel,Manual,1st Owner,
2015,Maruti,Alto,"58,017",Petrol,Manual,1st Owner,"₹2,50,000"
2017,Maruti,Dzire,"25,159",Diesel,Automatic,1st Owner,"₹6,48,000"
2019,Mahindra,XUV500,"84,264",Diesel,Manual,2nd Owner,
2021,Honda,City,"8,380",Petrol,Automatic,1st Owner,
2020,Mahindra,Scorpio,"52,492",Diesel,Manual,1st Owner,
2015,Maruti,Alto,"74,358",Petrol + CNG,Manual,1st Owner,"₹3,07,000"
2017,Ford,Ecosport,"1,07,173",Diesel,Manual,1st Owner,"₹5,07,000"
2021,Mahindra,Thar,"42,714",Diesel,Manual,1st Owner,
2021,Mahindra,Thar,"9,713",Petrol,Automatic,1st Owner,
2017,Hyundai,Creta,"42,908",Diesel,Manual,1st Owner,
2019,Hyundai,Grand,"43,686",Petrol + CNG,Manual,1st Owner,"₹5,23,000"
2018,Mahindra,TUV300,"42,979",Diesel,Manual,1st Owner,"₹6,25,000"
2020,KIA,SELTOS,"30,426",Diesel,Manual,1st Owner,
2014,Hyundai,Grand,"66,332",Petrol,Manual,1st Owner,"₹3,70,000"
2015,Mahindra,Scorpio,"44,092",Diesel,Manual,1st Owner,
2020,Hyundai,Verna,"24,480",Diesel,Manual,1st Owner,
2015,Audi,A6,"40,925",Diesel,Automatic,2nd Owner,
2014,Maruti,Swift,"87,888",Diesel,Manual,1st Owner,"₹3,65,000"
2015,Hyundai,i20,"94,575",Petrol + CNG,Manual,2nd Owner,"₹4,97,000"
2019,Maruti,Alto,"58,376",Petrol + CNG,Manual,1st Owner,"₹3,16,000"
2018,Maruti,Vitara,"79,514",Diesel,Automatic,1st Owner,"₹7,01,000"
2017,Maruti,Dzire,"87,131",Diesel,Automatic,1st Owner,"₹5,64,000"
2016,Maruti,Vitara,"90,492",Diesel,Manual,1st Owner,"₹6,17,000"
2018,Honda,WR-V,"74,925",Diesel,Manual,1st Owner,"₹6,66,000"
2010,Toyota,Corolla,"52,321",Petrol,Manual,2nd Owner,"₹3,12,000"
2017,Renault,Kwid,"55,922",Petrol,Manual,2nd Owner,"₹2,51,000"
2017,Maruti,IGNIS,"32,725",Petrol,Automatic,1st Owner,"₹5,75,000"
2012,Maruti,A,"83,788",Petrol,Automatic,1st Owner,"₹2,82,000"
2018,Maruti,Vitara,"33,937",Diesel,Manual,1st Owner,"₹7,91,000"
2015,Honda,City,"78,227",Petrol,Manual,2nd Owner,"₹5,72,000"
2018,Renault,Duster,"24,151",Diesel,Manual,1st Owner,
2017,Maruti,IGNIS,"32,725",Petrol,Automatic,1st Owner,"₹5,75,000"
2016,Maruti,Swift,"25,455",Petrol,Manual,1st Owner,"₹4,47,000"
2017,Honda,City,"92,799",Petrol,Manual,1st Owner,
2013,Maruti,Ertiga,"55,679",Petrol + CNG,Manual,1st Owner,"₹6,16,000"
2016,Maruti,Alto,"18,738",Petrol,Manual,1st Owner,"₹2,76,000"
2019,Hyundai,VENUE,"40,441",Diesel,Manual,1st Owner,
2021,Maruti,Alto,"45,027",Petrol + CNG,Manual,1st Owner,"₹4,71,000"
2019,Maruti,New,"16,125",Petrol + CNG,Manual,1st Owner,"₹5,56,000"
2019,Maruti,Dzire,"89,135",Diesel,Manual,1st Owner,"₹6,48,000"
2014,Honda,Amaze,"46,175",Petrol,Manual,1st Owner,"₹4,57,000"
2017,Maruti,Alto,"69,072",Petrol,Manual,1st Owner,"₹2,83,000"
2016,Toyota,Corolla,"86,949",Petrol,Automatic,1st Owner,
2018,Maruti,Wagon,"30,640",Petrol + CNG,Manual,1st Owner,"₹4,83,000"
2016,Hyundai,Creta,"59,590",Petrol,Automatic,2nd Owner,"₹7,79,000"
2012,Volkswagen,Polo,"26,756",Petrol,Manual,1st Owner,"₹2,47,099"
2020,Maruti,New,"24,240",Petrol + CNG,Manual,1st Owner,"₹5,64,000"
2021,Hyundai,GRAND,"18,271",Petrol + CNG,Manual,1st Owner,"₹7,83,000"
2020,MG,HECTOR,"69,338",Diesel,Manual,1st Owner,"₹15,36,000"
2020,Mahindra,Scorpio,"48,315",Diesel,Manual,1st Owner,"₹15,16,000"
2022,Maruti,Celerio,"15,368",Petrol,Manual,1st Owner,"₹6,40,000"
2016,Hyundai,Elite,"46,104",Petrol,Manual,3rd Owner,"₹5,97,000"
2020,Maruti,Swift,"56,150",Petrol,Manual,2nd Owner,"₹6,30,000"
2017,Skoda,Rapid,"83,770",Diesel,Manual,2nd Owner,"₹7,06,000"
2012,Maruti,Swift,"57,122",Petrol,Manual,1st Owner,"₹4,88,000"
2020,KIA,SELTOS,"40,141",Petrol,Manual,1st Owner,"₹10,96,000"
2018,Maruti,Vitara,"93,412",Diesel,Manual,1st Owner,"₹7,91,000"
2018,Maruti,Dzire,"42,351",Diesel,Automatic,2nd Owner,"₹7,79,000"
2014,Maruti,Celerio,"97,462",Petrol,Manual,1st Owner,"₹3,56,000"
2022,Volkswagen,TAIGUN,"7,252",Petrol,,1st Owner,"₹13,00,000"
2018,Toyota,YARIS,"11,532",Petrol,Manual,1st Owner,"₹7,93,000"
2021,Hyundai,VENUE,"2,483",Petrol,Manual,1st Owner,"₹9,31,000"
2019,Jeep,Compass,"77,324",Diesel,Manual,1st Owner,"₹13,63,000"
2020,Hyundai,Elite,"58,971",Petrol,Manual,1st Owner,"₹7,59,000"
2011,Hyundai,i20,"93,090",Petrol,Manual,3rd Owner,"₹3,72,000"
2012,Honda,City,"72,093",Petrol,Manual,1st Owner,"₹4,89,000"
2017,Hyundai,Elite,"41,142",Petrol,Manual,1st Owner,"₹6,68,000"
2021,Maruti,Swift,"45,332",Petrol,Manual,1st Owner,"₹6,96,000"
2022,Mahindra,Thar,"11,423",Petrol,,1st Owner,"₹16,53,200"
2014,Maruti,Swift,"43,673",Petrol,Manual,1st Owner,"₹5,15,000"
2017,Maruti,Wagon,"57,522",Petrol,Manual,1st Owner,"₹3,95,000"
2019,Skoda,Octavia,"58,687",Diesel,Automatic,1st Owner,"₹19,04,000"
